PD43294b PD43294c PD43294d PD43294f PD43294g PD43294h PD43294i PD43294j PD43294l PD43294m PD43294n PD43294p PD43294q PD43294r PD43294t PD43294u PD43294v PD43294w PD43975ab PD43975ac PD43975ae PD43975af PD43975ag PD43975ah PD43975ai PD43975ak PD43975al PD43975ao PD43975aq PD43975at PD43975au PD43975av PD43975ax PD43975ay PD43975az PD43975b PD43975c PD43975d PD43975e PD43975f PD43975h PD43975i PD43975j PD43975k PD43975l PD43975m PD43975n PD43975o PD43975p PD43975q PD43975r PD43975s PD43975u PD43975w PD43975y PD43975z PD43295ab PD43295ac PD43295ad PD43295b PD43295c PD43295d PD43295e PD43295f PD43295g PD43295h PD43295i PD43295j PD43295k PD43295l PD43295m PD43295n PD43295o PD43295p PD43295q PD43295r PD43295t PD43295v PD43295x PD43293b PD43293c PD43293d PD43293e PD43293g PD43293h PD43293i PD43293j PD43293l PD43293m PD43293n PD43293o PD43293p PD43293q PD43293r PD43293s PD43293u PD43293w PD42190ad PD42190af PD42190ag PD42190ah PD42190ai PD42190aj PD42190al PD42190am PD42190an PD42190aq PD42190au PD42190av PD42190aw PD42190az PD42190b PD42190bc PD42190bd PD42190be PD42190bh PD42190bi PD42190bj PD42190bk PD42190bl PD42190bo PD42190bp PD42190bu PD42190bw PD42190by PD42190bz PD42190c PD42190cd PD42190ce PD42190cf PD42190cg PD42190d PD42190e PD42190f PD42190g PD42190h PD42190k PD42190l PD42190q PD42190s PD42190v PD42190w PD42190x PD42190y PD42190z PD45888b_lo0001 PD45888b_lo0002 PD45888b_lo0003 PD45888b_lo0004 PD45888b_lo0005 PD45888b_lo0006 PD45888b_lo0007 PD45888b_lo0008 PD45888b_lo0009 PD45888b_lo0010 PD45888b_lo0011 PD45888b_lo0012 PD45888b_lo0013 PD45888b_lo0014 PD45888b_lo0015 PD45888b_lo0016 PD45888b_lo0017 PD45888b_lo0018 PD45888b_lo0019 PD45888b_lo0020 PD45888b_lo0021 PD45888b_lo0022 PD45888b_lo0023 PD45888b_lo0024 PD45888b_lo0025 PD45888b_lo0026 PD45888b_lo0027 PD45888b_lo0028 PD45888b_lo0029 PD45888b_lo0030 PD45888b_lo0031 PD45888b_lo0032 PD45888b_lo0033 PD45888b_lo0035 PD45888b_lo0036 PD45888b_lo0037 PD45888b_lo0039 PD45888b_lo0040 PD45888b_lo0041 PD45888b_lo0042 PD45888b_lo0043 PD45888b_lo0044 PD45888b_lo0045 PD45888b_lo0047 PD45888b_lo0048 PD45888b_lo0049 PD45888b_lo0050 PD45888b_lo0051 PD45888b_lo0052 PD45888b_lo0055 PD45888b_lo0057 PD45888b_lo0058 PD45887b_lo0001 PD45887b_lo0002 PD45887b_lo0003 PD45887b_lo0004 PD45887b_lo0006 PD45887b_lo0007 PD45887b_lo0008 PD45887b_lo0009 PD45887b_lo0010 PD45887b_lo0011 PD45887b_lo0012 PD45887b_lo0013 PD45887b_lo0014 PD45887b_lo0015 PD45887b_lo0016 PD45887b_lo0017 PD45887b_lo0018 PD45887b_lo0020 PD45887b_lo0021 PD45887b_lo0022 PD45887b_lo0023 PD45887b_lo0024 PD45887b_lo0025 PD45887b_lo0026 PD45887b_lo0027 PD45887b_lo0029 PD45887b_lo0030 PD44706ad PD44706ae PD44706af PD44706ag PD44706ah PD44706ai PD44706aj PD44706ak PD44706al PD44706am PD44706an PD44706ao PD44706ap PD44706aq PD44706ar PD44706at PD44706au PD44706av PD44706ax PD44706ay PD44706c PD44706f PD44706h PD44706i PD44706k PD44706l PD44706p PD44706q PD44706r PD44706s PD44706v PD44706w PD44706x PD44706y PD44706z PD42191b PD42191d PD42191e PD42191f PD42191g PD42191h PD42191i PD42191j PD42191k PD42191l PD45889b_lo0001 PD45889b_lo0002 PD45889b_lo0003 PD45889b_lo0004 PD45889b_lo0005 PD45889b_lo0006 PD45889b_lo0007 PD45889b_lo0008 PD45889b_lo0009 PD45889b_lo0010 PD45889b_lo0011 PD45889b_lo0012 PD45889b_lo0013 PD45889b_lo0014 PD45889b_lo0015 PD45889b_lo0016 PD45889b_lo0017 PD45889b_lo0018 PD45889b_lo0020 PD45889b_lo0021 PD45889b_lo0023 PD45889b_lo0025 PD45889b_lo0026 PD45889b_lo0027 PD45889b_lo0028 PD45889b_lo0029 PD45889b_lo0030 PD45886b_lo0001 PD45886b_lo0002 PD45886b_lo0003 PD45886b_lo0004 PD45886b_lo0005 PD45886b_lo0006 PD45886b_lo0007 PD45886b_lo0009 PD45886b_lo0010 PD45886b_lo0011 PD45886b_lo0012 PD45886b_lo0013 PD45886b_lo0014 PD45886b_lo0016 PD45886b_lo0017 PD45886b_lo0018 PD45886b_lo0019 PD45886b_lo0020 PD45886b_lo0021 PD45886b_lo0022 PD45886b_lo0023 PD45886b_lo0024 PD45886b_lo0025 PD45886b_lo0026 PD45886b_lo0027 PD45886b_lo0028 PD45886b_lo0029
2 3 2 2 3 4 4 6 3 1 3 2 1 1 1 4 2 2 4 6 1 2 5 2 3 3 5 2 2 0 4 3 5 2 1 4 1 4 4 2 3 2 4 6 3 2 3 2 5 3 3 2 6 2 2 2 6 5 1 4 4 4 2 5 2 3 2 5 4 9 1 5 7 3 7 4 3 1 5 4 5 4 4 3 4 5 3 1 7 3 2 2 3 2 2 1 4 11 12 7 6 7 10 4 6 5 10 4 9 9 6 9 15 8 9 9 15 5 7 4 10 5 9 11 9 7 4 13 6 16 13 11 14 10 13 5 8 11 11 12 9 14 10 3 3 12 6 7 2 9 5 6 9 9 9 4 8 9 10 4 4 6 9 5 7 10 3 10 3 5 9 4 9 6 9 11 4 5 9 11 5 4 7 6 10 9 9 3 8 6 5 4 7 11 14 7 5 7 4 7 10 11 8 5 9 9 8 4 11 5 8 8 7 7 10 11 6 13 7 10 11 11 5 6 10 3 5 3 3 8 4 5 7 10 7 13 9 13 4 2 4 14 6 6 7 2 6 6 6 5 7 6 6 9 5 3 11 5 7 22 19 19 19 18 18 21 19 20 20 11 7 8 3 14 6 13 7 12 9 9 8 7 8 3 9 3 13 7 8 5 15 6 10 8 5 13 4 5 10 6 4 3 4 6 8 7 2 8 9 5 7 14 6 3 11 11 9 10 7 8 4 9 10
1 4 4 0 4 3 2 2 3 1 3 3 2 3 2 6 5 3 10 7 3 8 9 6 2 3 4 5 5 6 3 1 3 4 6 9 6 5 8 4 5 3 5 6 5 2 5 2 6 5 5 3 5 3 3 5 6 5 5 5 11 1 4 6 3 7 5 4 4 7 2 5 8 4 8 4 1 6 4 4 5 1 5 3 4 2 14 9 9 3 11 9 7 8 8 4 4 5 11 8 10 13 11 8 10 3 13 8 11 11 14 11 15 16 15 11 7 17 8 4 9 6 6 10 12 7 11 6 10 19 10 10 15 13 10 6 13 5 11 12 13 13 13 11 16 10 12 7 16 12 10 9 9 9 7 13 5 12 12 6 5 14 8 7 8 9 7 6 5 12 14 7 6 12 9 11 6 13 12 11 8 9 15 4 7 14 8 9 14 5 9 7 6 10 14 8 7 10 8 14 7 12 11 6 6 12 11 6 15 8 12 11 14 9 8 18 9 10 8 8 19 9 10 10 10 10 9 7 10 10 16 12 16 8 8 11 8 13 12 6 8 7 4 10 13 10 6 3 10 4 6 14 9 12 9 3 10 7 17 9 9 11 13 10 11 12 11 14 13 10 8 14 8 12 7 12 13 12 13 11 9 13 7 14 7 7 10 7 6 10 6 8 4 11 13 9 12 5 10 8 5 8 8 4 8 4 8 13 6 11 9 13 8 7 3 5 13 7 4 9 5 10 10
4 6 9 5 7 6 9 6 6 5 6 6 13 1 6 5 6 7 6 9 9 7 4 11 7 6 10 9 14 9 9 10 4 7 9 12 7 7 5 4 5 9 6 9 3 4 8 11 6 8 6 10 7 11 11 14 11 4 5 7 6 12 11 11 4 7 11 11 14 15 5 10 8 6 8 8 8 3 7 14 12 8 10 9 15 16 19 7 9 8 8 11 6 13 8 9 13 22 11 20 14 11 21 7 12 10 11 13 14 12 13 15 14 11 12 15 14 17 5 20 16 8 23 13 25 17 12 15 20 14 15 10 14 18 13 12 15 18 13 12 14 13 14 17 14 17 15 21 15 16 18 17 9 20 18 14 15 16 18 7 9 23 14 7 17 15 13 11 13 22 11 12 15 16 18 13 11 13 12 14 17 9 15 16 15 21 20 18 13 12 15 15 10 10 21 13 17 9 19 13 7 9 17 9 13 16 21 14 19 14 17 15 9 14 10 13 22 19 16 12 19 15 12 15 12 15 13 11 8 17 13 11 17 20 8 11 19 8 15 13 13 9 10 12 20 18 9 15 19 15 12 9 5 13 7 14 20 9 10 28 25 37 30 29 30 34 41 33 35 16 11 12 12 14 10 18 17 15 16 11 5 10 8 9 19 6 17 13 15 8 18 9 10 14 13 12 15 10 11 12 10 11 10 7 20 6 14 10 8 11 11 14 15 13 14 15 10 12 12 12 8 12 11
2 4 2 3 6 2 2 1 8 0 4 0 5 8 2 6 4 3 5 5 0 1 6 3 0 5 4 1 2 1 5 2 3 3 3 4 4 2 4 2 4 1 6 4 5 2 6 2 4 2 1 4 3 3 5 5 4 5 3 7 7 10 8 8 0 9 3 5 7 7 4 9 5 6 8 6 8 3 5 5 4 0 5 5 4 3 3 8 8 9 3 3 4 6 5 9 6 15 11 8 9 9 8 7 12 4 13 6 10 16 6 13 18 13 13 16 5 4 5 12 10 14 10 7 14 9 14 13 11 16 14 10 12 13 18 11 8 7 9 15 4 15 15 12 13 14 9 5 11 5 5 11 13 10 8 5 11 14 10 10 8 11 12 6 9 11 11 9 15 11 11 9 13 10 9 18 6 6 3 19 11 7 14 4 8 11 7 13 10 8 11 12 7 15 12 6 10 7 18 11 9 9 12 8 12 10 11 12 15 8 7 15 7 7 14 14 7 17 10 11 20 11 10 16 6 8 10 5 6 10 12 10 9 5 6 6 6 14 11 11 3 12 10 7 6 16 14 7 15 10 5 4 6 10 10 13 10 9 8 14 12 18 14 13 13 14 13 13 14 18 15 10 7 11 7 8 10 13 10 7 16 13 9 13 11 13 10 14 8 9 13 15 9 14 14 14 6 6 10 12 9 6 5 8 7 5 11 8 18 15 7 14 5 14 11 10 7 12 2 12 11 13 14
0 1 0 0 0 0 1 1 1 1 0 1 0 1 1 0 0 2 1 0 1 0 0 0 1 1 0 1 0 1 1 0 0 1 1 1 0 0 1 0 1 0 0 0 0 0 0 1 1 0 2 0 2 1 1 1 2 0 2 0 1 0 2 1 0 3 0 0 0 0 0 1 0 0 3 2 2 1 0 2 1 2 3 3 1 1 1 0 2 0 3 1 1 2 4 1 1 1 2 0 1 1 2 1 3 2 1 1 3 1 1 3 3 2 4 3 1 3 4 4 5 3 4 3 6 4 3 4 1 2 4 0 1 1 1 1 2 2 4 1 0 2 1 3 3 0 2 3 2 3 1 2 3 2 3 3 4 1 2 0 3 4 2 1 1 1 4 2 3 0 5 2 3 1 1 1 4 2 1 1 4 4 4 1 2 3 1 3 1 1 2 1 1 1 2 4 3 2 1 1 3 2 1 2 2 1 1 2 5 3 2 2 5 4 3 5 1 5 2 4 7 2 4 0 2 1 0 3 3 3 2 5 3 1 2 2 4 2 3 4 4 1 4 7 2 2 4 3 3 5 2 2 0 1 0 3 5 2 5 3 3 3 4 3 3 3 4 3 3 5 3 6 0 4 6 4 0 1 3 2 0 4 1 2 3 2 1 2 1 3 1 3 4 2 1 3 2 2 2 3 2 5 5 0 4 0 4 2 3 4 3 9 4 4 2 2 0 1 8 3 4 3 1
2 0 1 1 1 1 0 0 1 1 1 1 1 0 0 0 0 0 0 1 2 2 1 0 0 3 3 0 2 1 3 1 0 3 2 3 0 2 1 2 0 1 0 2 4 1 0 0 4 0 3 2 0 2 1 2 2 0 1 1 1 1 1 1 1 0 2 2 2 2 2 1 4 2 4 0 2 2 3 2 1 0 2 1 3 0 1 1 1 3 3 1 1 1 1 1 2 2 3 1 8 4 3 1 4 2 3 4 5 2 0 2 2 1 0 4 2 3 1 3 3 6 2 3 6 3 2 1 1 1 1 2 2 1 6 2 3 7 5 1 5 2 4 3 3 1 2 4 6 3 3 3 4 3 5 3 2 2 7 2 2 3 1 3 2 2 4 1 1 3 8 2 4 1 5 3 3 2 1 3 4 2 1 4 1 6 4 5 5 3 2 8 1 2 3 4 2 2 10 4 4 7 5 5 6 3 6 2 3 6 5 6 2 1 5 3 8 8 1 9 5 4 3 4 7 4 5 1 6 2 6 4 3 8 2 5 8 6 3 5 4 5 3 3 2 4 3 7 4 5 4 5 1 3 6 3 2 7 11 7 7 6 7 6 6 6 6 6 6 8 6 5 4 1 4 1 6 5 4 4 4 9 3 5 6 3 1 7 5 0 8 3 5 3 7 8 5 6 5 2 2 1 2 6 7 7 2 4 8 4 4 5 6 9 1 5 3 7 8 6 3 4 9
1 1 0 1 0 0 0 3 2 0 2 1 0 1 1 0 1 2 0 1 2 1 2 1 0 2 3 1 0 1 0 1 2 0 1 0 1 2 1 1 1 0 3 1 2 2 1 1 1 1 1 0 1 0 1 3 2 2 0 1 0 1 0 2 0 1 0 2 0 4 1 3 2 0 1 2 3 1 1 1 0 0 2 1 3 0 0 2 4 3 1 1 2 2 1 0 2 3 4 1 3 1 3 3 6 2 2 3 1 3 0 5 4 2 3 3 1 3 2 0 5 2 4 1 3 3 2 2 2 3 2 3 7 2 2 1 3 1 3 5 3 5 6 1 2 2 2 3 5 3 3 5 2 2 4 5 0 3 1 1 4 4 2 2 0 2 4 3 1 5 1 0 2 3 5 5 1 3 0 2 4 1 1 2 2 2 2 3 2 2 1 3 3 5 4 5 2 1 3 2 2 5 1 4 3 1 3 3 2 3 1 2 4 2 4 3 3 2 0 3 3 3 4 3 7 4 2 1 3 1 3 3 4 5 1 2 3 2 2 1 3 1 4 4 1 0 3 4 6 2 0 2 2 1 2 3 5 0 4 5 5 5 5 5 5 5 7 5 5 1 7 7 5 2 5 5 2 1 5 2 1 3 4 1 4 2 1 3 5 4 1 3 1 1 4 6 3 3 0 4 3 4 3 2 4 1 3 0 5 3 3 6 7 4 3 2 4 4 1 6 1 4 4
1 0 0 1 1 1 1 2 0 1 1 2 2 1 0 0 2 1 1 3 0 2 0 2 1 0 0 3 2 2 1 1 1 1 0 6 1 1 0 1 1 2 1 4 2 0 1 1 2 2 2 0 0 2 1 1 1 2 1 1 2 4 1 2 0 2 3 0 1 3 0 1 3 1 2 3 2 0 1 3 2 0 2 3 2 2 2 6 2 1 2 2 0 3 3 4 2 3 2 1 3 0 2 3 2 1 1 7 2 1 2 0 3 2 3 1 7 2 1 2 2 2 3 2 4 4 2 2 2 3 2 3 2 4 0 3 2 1 4 3 4 5 3 1 4 7 2 3 3 0 1 2 2 2 5 3 0 3 1 0 1 7 0 3 2 5 4 6 2 1 4 0 6 1 2 2 1 3 3 1 1 1 2 6 4 4 3 3 5 0 5 1 2 0 0 5 1 4 9 6 3 4 2 2 2 6 3 5 4 4 4 2 3 3 3 0 2 5 3 5 3 2 3 2 0 6 3 1 4 1 5 3 4 2 0 2 2 2 1 2 2 2 2 7 3 3 3 5 6 1 1 4 3 4 4 2 2 2 3 8 7 9 10 9 8 10 11 11 9 8 6 7 5 3 3 1 4 2 4 1 3 3 1 3 5 4 5 4 2 5 7 1 4 3 6 6 1 0 5 1 4 3 1 1 2 5 4 6 4 10 1 1 1 2 1 2 3 4 4 8 5 3 5
0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 1 0 1 0 0 2 0 0 1 0 0 1 0 0 2 0 0 0 1 0 0 1 0 2 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 1 0 0 0 2 0 0 2 0 0 1 0 0 0 5 3 0 2 2 0 2 0 0 0 1 0 2 0 0 0 0 1 1 0 1 1 0 1 0 0 0 1 4 0 4 1 0 0 1 2 2 2 1 5 2 0 3 0 3 3 1 2 2 2 1 2 1 0 1 2 1 2 3 3 3 3 0 0 3 1 1 1 1 4 0 2 2 2 5 5 0 1 3 0 1 2 3 1 1 0 2 6 0 0 1 2 2 0 0 2 0 3 0 1 2 1 1 3 1 3 0 0 0 5 0 0 3 3 1 3 1 2 4 0 3 1 0 3 3 0 0 0 1 1 2 2 0 1 1 1 2 0 1 1 1 3 0 1 0 3 1 2 1 1 0 3 1 3 1 1 0 3 0 1 2 1 1 0 1 2 0 2 2 3 0 0 2 0 3 0 2 1 2 1 0 1 1 1 1 2 0 2 1 1 1 2 2 1 1 1 1 1 2 2 0 2 1 0 3 1 3 1 3 3 3 2 2 3 5 0 1 2 3 0 1 1 1 0 2 4 1 0 1 3 1 1 0 0 0 1 3 0 1 1 0 2 0 3 1 0 0 1 2 0 0 1 1
0 0 0 1 1 1 0 0 2 1 1 1 1 0 0 0 2 0 0 0 0 0 1 1 4 0 0 0 1 2 1 0 3 1 0 0 0 2 1 1 0 0 0 1 1 1 1 0 0 0 0 0 0 1 0 0 1 1 0 0 3 1 2 1 0 1 0 2 1 1 0 0 0 0 0 0 1 1 0 1 0 0 2 1 1 1 1 1 1 0 1 1 1 0 2 0 1 2 0 2 1 5 1 1 3 0 0 3 0 1 4 1 0 3 3 0 0 2 1 1 1 1 1 2 3 1 4 1 2 0 4 1 0 2 0 1 4 2 3 0 0 0 0 1 3 1 4 0 2 0 2 3 3 0 3 0 3 2 2 0 0 0 0 0 3 0 2 2 2 1 0 1 1 0 1 1 1 3 1 0 1 0 2 2 3 2 2 2 0 1 2 0 0 1 0 1 2 1 3 2 1 2 1 1 3 2 1 0 3 1 3 1 4 4 2 0 3 1 1 1 2 1 0 0 4 4 2 1 1 3 1 1 2 1 0 3 0 3 1 1 1 3 2 1 0 2 1 1 2 0 0 1 1 0 3 2 5 3 1 2 1 1 1 1 1 1 1 1 2 5 1 1 2 3 0 3 5 2 3 0 2 0 0 3 3 2 4 0 0 1 2 3 0 3 3 1 0 1 1 1 3 1 2 2 3 2 2 1 1 4 1 0 4 2 1 2 3 0 1 0 3 2 2
0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 1 0 0 2 1 1 0 2 1 2 0 0 0 1 1 2 1 1 0 0 0 2 0 0 1 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 1 0 0 0 2 0 1 0 0 2 1 1 1 1 0 0 1 0 1 0 1 0 0 1 0 1 0 0 1 2 1 1 3 1 0 0 0 2 1 0 2 4 2 2 3 1 2 2 5 0 0 5 1 2 1 3 3 3 1 2 2 0 1 0 0 2 0 0 1 0 3 3 0 2 1 3 3 3 1 2 8 2 2 2 0 3 1 1 2 1 1 1 1 0 3 0 2 1 2 4 0 3 4 1 0 1 4 0 0 1 2 3 1 1 3 1 2 3 1 3 0 1 0 2 1 4 1 2 1 2 2 0 1 2 2 0 0 3 1 1 0 0 2 3 4 1 1 2 3 1 1 1 2 2 3 3 3 0 0 2 1 2 3 3 0 2 1 2 0 1 1 2 2 1 2 4 2 5 3 2 2 2 2 4 2 0 1 2 1 2 1 3 2 0 1 3 1 3 0 4 2 3 2 2 2 5 4 3 3 3 3 3 3 1 1 1 2 3 1 2 5 2 7 2 2 2 1 4 2 2 1 3 3 4 5 4 3 2 3 5 1 1 2 0 1 1 2 1 1 2 2 3 3 2 1 2 3 1 1 6 4 4 0 3 1 4 1
1 1 0 0 0 1 1 0 1 0 0 1 0 1 1 1 1 1 1 0 2 0 0 0 0 1 0 0 0 0 2 0 0 1 1 0 0 0 4 0 0 1 1 2 0 0 0 0 0 0 0 1 0 0 1 2 2 2 1 2 2 2 3 0 0 2 1 1 1 0 2 2 0 0 3 2 3 0 3 2 0 1 0 2 2 1 1 0 2 1 2 0 0 2 1 3 0 3 3 1 1 1 2 1 5 1 0 0 4 2 0 1 2 4 4 2 0 1 0 3 1 1 3 2 4 0 2 3 0 4 4 5 1 4 3 0 5 2 4 3 1 3 3 0 1 1 5 6 2 0 1 3 3 0 2 3 5 4 5 0 4 1 1 1 2 3 3 0 0 1 3 2 3 1 0 4 1 2 4 3 0 0 0 1 0 0 0 1 4 0 3 1 0 3 4 2 1 3 1 3 1 2 1 2 1 3 3 2 1 2 4 2 5 1 1 3 3 1 1 3 4 1 0 4 0 2 3 1 0 2 2 5 2 1 1 2 3 0 3 5 2 3 1 2 2 0 2 2 3 3 2 2 1 2 2 1 2 3 1 4 3 3 3 3 3 4 3 5 3 1 2 2 4 0 2 3 4 6 3 1 0 4 3 1 2 0 3 0 3 0 3 1 3 0 7 2 3 2 5 0 1 3 3 0 3 1 3 1 2 3 1 3 3 1 2 1 4 0 3 4 3 3 5
0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 0 1 1 1 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 1 1 0 1 0 0 1 0 0 0 0 2 0 1 1 0 2 0 0 1 0 1 1 0 1 0 0 1 0 0 0 1 1 0 2 1 0 0 1 0 0 0 0 1 1 0 1 0 1 0 0 0 0 0 3 0 0 0 1 0 4 1 2 3 0 1 1 3 3 1 2 1 1 2 1 2 0 0 2 2 1 0 0 0 1 1 1 1 1 0 1 0 0 2 1 2 2 1 1 1 0 1 1 0 0 1 1 2 1 1 1 0 1 1 2 0 0 3 0 0 0 3 2 1 2 0 2 0 2 4 0 2 0 2 0 1 1 1 0 2 1 3 1 0 0 0 4 0 1 2 1 1 0 0 1 0 2 0 2 3 0 0 1 2 0 1 0 1 0 0 0 1 0 1 0 1 0 1 0 0 0 0 3 0 1 3 2 0 1 0 0 1 1 3 2 3 1 0 2 1 1 1 1 1 2 0 1 3 2 3 2 2 3 1 1 3 3 3 3 3 3 3 3 3 3 0 3 2 5 0 0 2 0 2 0 2 0 3 2 1 2 0 1 1 0 0 2 1 1 2 1 2 0 0 0 1 2 1 2 2 0 1 0 0 1 0 2 1 0 0 0 1 1 0 2 1 0 0 2
0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 1 1 1 0 0 0 0 0 0 0 0 2 1 2 0 0 0 1 1 0 0 1 1 0 0 0 0 1 0 1 0 1 0 0 0 1 0 1 0 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 2 0 0 0 0 1 0 0 0 0 0 0 2 2 1 0 1 0 0 0 0 0 0 0 2 2 1 1 0 1 3 0 2 1 2 1 0 0 0 1 0 0 0 0 0 0 0 2 1 3 2 2 1 1 0 2 0 1 1 2 0 1 1 2 0 0 0 1 0 1 1 1 4 3 1 3 3 3 3 0 2 2 0 0 0 2 1 1 1 3 2 1 3 2 2 1 0 4 1 2 0 0 1 1 2 0 1 5 2 1 3 0 2 1 1 2 1 0 2 0 1 2 2 2 0 1 3 2 2 1 1 1 1 0 1 0 1 1 2 1 1 2 0 3 0 2 1 1 0 2 2 3 1 4 1 1 4 3 2 1 1 0 1 5 1 0 2 5 2 0 1 3 1 4 3 0 2 0 3 1 1 3 1 2 2 1 1 1 3 2 2 2 2 3 2 2 3 2 2 0 3 1 0 2 3 0 4 3 1 1 0 3 1 2 4 4 2 3 0 3 3 3 1 0 1 1 1 2 1 2 2 3 2 0 2 0 1 2 0 1 2 3 1 2 1 0 2 3 3 1
0 2 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0 1 1 0 1 1 0 0 0 2 0 0 0 0 0 0 0 0 0 3 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 0 0 1 0 0 0 0 1 1 0 1 0 0 2 0 0 1 0 0 1 0 1 0 0 0 0 0 1 0 0 1 0 0 1 1 1 3 0 1 0 1 0 1 1 2 1 0 3 1 2 2 0 2 4 1 1 3 2 2 1 0 1 3 3 0 0 0 2 0 3 2 0 2 2 0 1 2 2 0 0 0 0 1 0 1 2 1 0 1 1 0 3 2 2 3 1 3 0 3 3 0 3 1 2 2 2 1 0 0 1 0 1 2 1 1 1 0 1 2 1 0 1 1 1 3 2 0 1 1 3 1 2 2 2 1 1 1 3 1 0 1 6 0 0 3 0 3 0 3 2 1 1 0 3 0 1 1 3 0 3 0 3 3 1 1 0 2 2 1 2 3 0 1 2 0 4 0 1 3 1 3 1 3 2 0 2 4 0 1 1 1 1 1 1 0 1 3 1 0 5 1 0 1 1 1 1 1 1 1 1 1 1 1 2 2 2 1 2 1 2 0 1 0 2 1 1 2 0 2 2 1 0 1 1 4 0 5 0 1 2 5 0 3 1 0 0 1 2 0 1 1 1 0 1 1 2 2 1 1 1 3 0 1 0 1 1 1 4
0 0 1 1 0 1 0 2 0 0 1 0 0 0 0 0 0 1 0 0 2 0 1 0 0 1 0 0 0 0 2 1 1 0 1 2 1 0 0 0 0 0 1 0 0 0 0 1 0 2 0 0 0 1 0 1 1 2 1 2 1 1 1 0 1 1 5 1 1 1 0 0 0 0 3 2 0 0 2 2 0 0 0 0 0 0 1 0 1 0 1 1 0 2 0 0 2 1 5 1 0 1 2 0 2 1 2 1 2 3 2 0 2 0 4 2 1 1 1 2 0 1 1 1 4 1 3 3 1 2 2 0 3 1 2 0 0 3 3 3 1 3 2 0 1 1 0 1 1 1 0 3 2 1 3 4 0 2 1 2 2 1 1 0 1 2 1 1 0 1 1 2 1 1 1 3 1 3 0 2 4 2 2 0 4 0 1 0 2 1 0 2 0 4 2 1 1 1 1 0 2 0 4 2 1 0 2 2 1 3 1 1 2 1 0 0 2 2 1 1 2 3 1 2 0 1 2 1 2 2 0 4 2 2 1 1 1 1 3 2 5 2 1 2 1 2 1 1 3 2 2 3 2 2 3 1 2 2 1 4 4 4 4 4 5 5 4 5 4 5 5 2 1 2 2 0 2 1 3 1 3 2 4 0 2 0 0 2 2 2 1 1 1 0 5 2 2 0 1 3 4 3 2 3 4 2 0 2 2 2 0 1 1 0 0 2 1 2 1 1 3 0 2
2 2 0 0 1 0 2 0 0 0 1 0 0 0 1 2 0 0 1 2 1 0 0 1 0 0 1 2 1 0 1 2 0 2 0 1 1 0 3 0 0 3 0 0 0 0 2 1 1 2 3 1 1 0 1 0 1 4 0 0 2 1 0 1 2 3 0 0 1 0 1 1 1 0 1 1 1 0 3 0 0 2 0 2 1 2 1 2 2 0 1 1 2 0 1 0 0 0 1 1 2 1 2 0 1 0 1 2 1 1 1 3 2 1 2 6 0 1 5 3 1 2 3 0 1 0 0 1 5 2 1 0 2 3 3 1 0 0 2 1 1 2 1 1 1 1 0 1 0 2 0 1 2 2 1 0 3 2 1 2 3 2 0 1 2 3 1 1 2 1 1 3 1 2 3 2 0 1 2 1 4 1 4 1 2 2 3 1 2 0 1 0 1 2 1 5 1 1 2 5 3 3 1 2 1 1 3 3 0 2 2 3 1 4 2 3 4 1 1 2 5 3 3 2 5 3 1 2 3 2 3 2 2 2 1 2 1 2 1 2 1 1 0 1 1 3 3 0 3 1 2 4 1 1 2 0 1 1 3 1 0 1 0 1 1 1 1 2 4 4 2 2 1 2 3 2 0 7 2 2 1 1 3 4 1 0 1 2 0 2 1 2 1 0 4 1 1 3 3 4 2 2 4 2 3 1 2 2 3 4 4 4 1 2 1 1 2 4 2 2 1 4 2
